show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,duration_minutes,seasons,Is_Recent
s7744,TV Show,Pioneers of African-American Cinema,"Oscar Micheaux, Spencer Williams, Richard E. Norman, Richard Maurice",,United States,"February 1, 2017",1946,TV-14,1 Season,TV Shows,,1.0,0
s7745,Movie,Pitaah,Mahesh Manjrekar,"Sanjay Dutt, Nandita Das, Om Puri, Jackie Shroff, Mita Vashisht, Sachin Khedekar, Anjan Srivastav, Dinesh Anand, Mink Singh, Siddharth",India,"March 1, 2018",2002,TV-MA,127 min,"Dramas, International Movies, Music & Musicals",127.0,,0
s7746,Movie,"Pizza, birra, faso","Israel AdriÃ¡n Caetano, Bruno Stagnaro","HÃ©ctor Anglada, Jorge SesÃ¡n, Pamela JordÃ¡n, AdriÃ¡n Yospe, Daniel Di Biase, Walter DÃ­az, MartÃ­n AdjemiÃ¡n, Elena CÃ¡nepa, RubÃ©n RodrÃ­guez, Tony Lestingi, Alejandro Pous",Argentina,"March 15, 2018",1998,TV-MA,81 min,"Dramas, International Movies",81.0,,0
s7747,Movie,"Plaire, aimer et courir vite",Christophe HonorÃ©,"Vincent Lacoste, Pierre Deladonchamps, Denis PodalydÃ¨s, AdÃ¨le Wismes, Thomas Gonzalez, Clement Metayer, Quentin ThÃ©bault, Tristan Farge, Sophie Letourneur",France,"July 13, 2019",2018,TV-MA,133 min,"Dramas, Independent Movies, International Movies",133.0,,1
s7748,TV Show,Planet Earth II,No Director Listed,David Attenborough,United Kingdom,"December 25, 2017",2016,TV-G,1 Season,"British TV Shows, Docuseries, Science & Nature TV",,1.0,1
s7749,TV Show,Planet Earth: The Complete Collection,Alastair Fothergill,David Attenborough,United Kingdom,"April 22, 2015",2006,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",,1.0,0
s7750,Movie,Planet Hulk,Sam Liu,"Rick D. Wasserman, Lisa Ann Beley, Mark Hildreth, Liam O'Brien, Kevin Michael Richardson, Sam Vincent, Advah Soudack, Michael Kopsa, Paul Dobson, Marc Worden",United States,"June 1, 2020",2010,TV-14,81 min,"Action & Adventure, Sci-Fi & Fantasy",81.0,,0
s7751,Movie,Planetarium,Rebecca Zlotowski,"Natalie Portman, Lily-Rose Depp, Emmanuel Salinger, Amira Casar, Pierre Salvadori, Louis Garrel","France, Belgium","January 1, 2018",2016,TV-MA,108 min,"Dramas, International Movies",108.0,,1
s7752,Movie,Platoon,Oliver Stone,"Tom Berenger, Willem Dafoe, Charlie Sheen, Forest Whitaker, Francesco Quinn, John C. McGinley, Richard Edson, Kevin Dillon, Reggie Johnson, Keith David","United States, United Kingdom","November 1, 2020",1986,R,120 min,"Action & Adventure, Classic Movies, Dramas",120.0,,0
s7753,Movie,Playing for Time,"Daniel Mann, Joseph Sargent","Vanessa Redgrave, Jane Alexander, Maud Adams, Donna Haley, Robin Bartlett, Marisa Berenson, Will Lee, Verna Bloom, Christine Baranski, Lenore Harris",United States,"December 1, 2017",1980,TV-14,149 min,Dramas,149.0,,0
s7754,Movie,Playing Hard,Jean-Simon Chartier,,"Canada, United States","April 5, 2019",2018,TV-MA,92 min,"Documentaries, International Movies",92.0,,1
s7755,Movie,Pope Francis: A Man of His Word,Wim Wenders,Pope Francis,"Switzerland, Vatican City, Italy, Germany, France","January 3, 2019",2018,PG,96 min,"Documentaries, Faith & Spirituality, International Movies",96.0,,1
s7756,Movie,Popeye,Robert Altman,"Robin Williams, Shelley Duvall, Ray Walston, Paul Dooley, Paul L. Smith, Richard Libertini, Donald Moffat, Macintyre Dixon, Roberta Maxwell, Donovan Scott",United States,"November 24, 2019",1980,PG,114 min,"Action & Adventure, Children & Family Movies, Comedies",114.0,,0
s7757,TV Show,Portlandia,No Director Listed,"Fred Armisen, Carrie Brownstein",United States,"September 25, 2019",2018,TV-14,8 Seasons,TV Comedies,,8.0,1
s7758,Movie,Porto,Gabe Klinger,"Anton Yelchin, Lucie Lucas, FranÃ§oise Lebrun, Paulo CalatrÃ©","Portugal, France, Poland, United States","April 16, 2018",2016,TV-MA,77 min,"Dramas, Independent Movies, Romantic Movies",77.0,,1
s7759,Movie,Postcards from London,Steve McLean,"Harris Dickinson, Jonah Hauer-King, Alessandro Cimadamore, Leonardo Salerni, Raphael Desprez, Jerome Holder, Leemore Marrett Jr., Silas Carson, Stephen Boxer, Leo Hatton, Ben Cura",United Kingdom,"February 19, 2019",2018,TV-MA,90 min,"Dramas, Independent Movies, LGBTQ Movies",90.0,,1
s7760,TV Show,Powder,No Director Listed,"Manish Chaudhary, Pankaj Tripathi, Geetika Tyagi, Rahul Bagga",India,"February 15, 2018",2010,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",,1.0,0
s7761,TV Show,Power Battle Watch Car,No Director Listed,"Sang-hyun Um, Tae-yeol Jeon, Yeong-wung Jeong, Hye-won Jeong, Yong-woo Shin, Jin-hong Bae, Do-hyeong Nam, Min-kyu Lee",Unknown,"June 1, 2017",2016,TV-Y7,1 Season,"Kids' TV, Korean TV Shows",,1.0,1
s7762,TV Show,Power Rangers Dino Charge,No Director Listed,"Brennan Mejia, Camille Hyde, Yoshi Sudarso, Michael Taber, James Davies, Claire Blackwelder",United States,"December 2, 2015",2015,TV-Y7,1 Season,Kids' TV,,1.0,1
s7763,TV Show,Power Rangers Dino Super Charge,No Director Listed,"Brennan Mejia, Camille Hyde, Yoshi Sudarso, Michael Taber, James Davies, Claire Blackwelder",Unknown,"October 15, 2016",2016,TV-Y7,1 Season,Kids' TV,,1.0,1
s7764,TV Show,Power Rangers Dino Thunder,No Director Listed,"James Napier, Kevin Duhaney, Emma Lahana, Jason David Frank, Jeffrey Parazzo, Katrina Devine, Tom Hern, Miriama Smith, Latham Gaines, James Gaylyn",United States,"January 1, 2016",2004,TV-Y7,1 Season,Kids' TV,,1.0,0
s7765,TV Show,Power Rangers in Space,No Director Listed,"Tracy Lynn Cruz, Patricia Ja Lee, Christopher Khayman Lee, Justin Nimmo, Roger Velasco, Selwyn Ward, Melody Perkins, Paul Schrier, Jason Narvy, Mioko Fujiwara, Soichiro Hoshi, Yuji Kishimoto, Sanae Kobayashi, Tsuyoshi Takishita, Lex Lang","United States, France, Japan","January 1, 2016",1998,TV-Y7,1 Season,Kids' TV,,1.0,0
s7766,TV Show,Power Rangers Jungle Fury,No Director Listed,"Jason Smith, Aljin Abella, Anna Hutchison, David de Lautour, Nikolai Nikolaeff, Sarah Thomson, Bede Skinner, Holly Shanahan, Kelson Henderson, Richard Simpson, Cameron Rhodes, Elisabeth Easther, Mark Wright, Derek Judge",United States,"January 1, 2016",2008,TV-Y7,1 Season,Kids' TV,,1.0,0
s7767,TV Show,Power Rangers Lightspeed Rescue,No Director Listed,"Michael Chaturantabut, Sean CW Johnson, Alison MacInnis, Keith Robinson, Sasha Craig, Monica Louwerens, Rhett Fisher, Ron RoggÃ©, Jennifer L. Yen, Kim Strauss","France, Japan, United States","January 1, 2016",2000,TV-Y7,1 Season,Kids' TV,,1.0,0
s7768,TV Show,Power Rangers Lost Galaxy,No Director Listed,"Archie Kao, Reggie Rolle, Danny Slavin, Valerie Vernon, Cerina Vincent, Russell Lawrence, Amy Miller, Melody Perkins, Kazuki Maehara, Eri Tanaka, Terence J. Rotolo, Hiroshi Tsuchida, Tom Whyte, Bob Papenbrook, Mari Maruta","United States, France, Japan","January 1, 2016",1999,TV-Y7,1 Season,Kids' TV,,1.0,0
s7769,TV Show,Power Rangers Mystic Force,No Director Listed,"Firass Dirani, Angie Diaz, Richard Brancatisano, Melanie Vallejo, Nic Sampson, John Tui, Peta Rutter, Antonia Prebble, Barnie Duncan, Kelson Henderson, Donogh Rees, Geoff Dolan, Holly Shanahan",United States,"January 1, 2016",2006,TV-Y7,1 Season,Kids' TV,,1.0,0
s7770,TV Show,Power Rangers Ninja Storm,No Director Listed,"Pua Magasiva, Sally Martin, Glenn McMillan, Adam Tuominen, Jorgito Vargas Jr., Jason Chan, Katrina Browne, Katrina Devine, Grant McFarland, Peter Rowley, Megan Nicol, Bruce Hopkins","United States, New Zealand","January 1, 2016",2003,TV-Y7,1 Season,Kids' TV,,1.0,0
s7771,TV Show,Power Rangers Operation Overdrive,No Director Listed,"James Maclurcan, Caitlin Murphy, Samuell Benta, Rhoda Montemayor, Gareth Yuen, Dwayne Cameron, Rod Lousich, David Weatherley, Kelson Henderson, Gerald Urquhart, Ria Vandervis, Mark Ferguson","United States, New Zealand, Japan","January 1, 2016",2007,TV-Y7,1 Season,Kids' TV,,1.0,0
s7772,TV Show,Power Rangers RPM,No Director Listed,"Eka Darville, Ari Boyland, Rose McIver, Milo Cawthorne, Daniel Ewing, Mike Ginn, Li Ming Hu, Olivia Tennet, James Gaylyn, Adelaide Kane, Andrew Laing, Charlie McDermott, Mark Mitchinson",United States,"January 1, 2016",2009,TV-Y7,1 Season,Kids' TV,,1.0,0
s7773,TV Show,Power Rangers S.P.D.,No Director Listed,"Brandon Jay McLaren, Chris Violette, Matt Austin, Monica May, Alycia Purrott, John Tui, Rene Naufahu, Michelle Langstone, Barnie Duncan, Kelson Henderson, Jim McLarty, Olivia James-Baird, Josephine Davison, Derek Judge, James Gaylyn","United States, New Zealand","January 1, 2016",2005,TV-Y7,1 Season,Kids' TV,,1.0,0
s7774,TV Show,Power Rangers Samurai,No Director Listed,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Rene Naufahu, Jeff Szusterman, Felix Ryan, Paul Schrier",United States,"January 1, 2016",2011,TV-Y7,1 Season,Kids' TV,,1.0,0
s7775,Movie,"Power Rangers Samurai: Christmas Together, Friends Forever (Christmas Special)",No Director Listed,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Steven Skyler, Rene Naufahu, Felix Ryan, Paul Schrier",United States,"January 1, 2016",2011,TV-Y7,24 min,Movies,24.0,,0
s7776,Movie,Power Rangers Samurai: Clash of the Red Rangers,No Director Listed,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Rene Naufahu",United States,"January 1, 2016",2011,TV-Y7,46 min,Children & Family Movies,46.0,,0
s7777,Movie,Power Rangers Samurai: Party Monsters (Halloween Special),No Director Listed,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Steven Skyler, Rene Naufahu, Felix Ryan, Paul Schrier, Ricardo Medina Jr.",United States,"January 1, 2016",2011,TV-Y7,24 min,Movies,24.0,,0
s7778,TV Show,Power Rangers Super Megaforce,No Director Listed,"Andrew M. Gray, Ciara Hanna, John Mark Loudermilk, Christina Masterson, Azim Rizk, Geoff Dolan, Shailesh Prajapati, Ian Harcourt, Estevez Gillespie, Jason Hood",Unknown,"January 1, 2016",2014,TV-Y7,1 Season,Kids' TV,,1.0,0
s7779,Movie,Power Rangers Super Megaforce: The Legendary Battle (Extended),"Charlie Haskell, Koichi Sakamoto","Andrew M. Gray, Ciara Hanna, John Mark Loudermilk, Christina Masterson, Azim Rizk, Cameron Jebo, Shailesh Prajapati, Ian Harcourt",United States,"January 1, 2016",2014,TV-Y7,55 min,Movies,55.0,,0
s7780,TV Show,Power Rangers Super Samurai,No Director Listed,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Steven Skyler, Rene Naufahu, Felix Ryan, Paul Schrier, Jeff Szusterman, Kate Elliott, Ricardo Medina Jr., Derek Judge, Stig Alred",Unknown,"January 1, 2016",2012,TV-Y7,1 Season,Kids' TV,,1.0,0
s7781,Movie,Power Rangers Super Samurai: Stuck on Christmas,No Director Listed,"Alex Heartman, Najee De-Tiege, Hector David Jr., Erika Fong, Brittany Anne Pirtle, Steven Skyler, Paul Schrier, Felix Ryan, Jeff Szusterman, Stig Alred, Kate Elliot",United States,"January 1, 2016",2012,TV-Y7,24 min,"Children & Family Movies, Sci-Fi & Fantasy",24.0,,0
s7782,Movie,Power Rangers Super Samurai: Trickster Treat,No Director Listed,"Alex Heartman, Najee De-Tiege, Hector David Jr., Erika Fong, Brittany Anne Pirtle, Steven Skyler, Rene Naufahu, Paul Schrier, Felix Ryan, Jeff Szusterman, Stig Alred, Kate Elliot",United States,"January 1, 2016",2012,TV-Y7,23 min,Movies,23.0,,0
s7783,TV Show,Power Rangers Time Force,No Director Listed,"Jason Faunt, Erin Cahill, Kevin Kleinberg, Deborah Estelle Phillips, Michael Copon, Daniel Southworth, Vernon Wells, Kate Sheldon, Edward Lawrence Albert, Brianne Siddall, Terence J. Rotolo, Eddie Frierson",United States,"January 1, 2016",2001,TV-Y7,1 Season,Kids' TV,,1.0,0
s7784,TV Show,Power Rangers Turbo,No Director Listed,"Johnny Yong Bosch, Nakia Burrise, Blake Foster, Jason David Frank, Catherine Sutherland, Carol Hoyt, Jason Narvy, Paul Schrier, Gregg Bullock, Hilary Shepard, Tracy Lynn Cruz, Patricia Ja Lee, Roger Velasco, Selwyn Ward, Donene Kistler","United States, France, Japan","January 1, 2016",1997,TV-Y7,1 Season,Kids' TV,,1.0,0
s7785,TV Show,Power Rangers Wild Force,No Director Listed,"Ricardo Medina Jr., Alyson Kiperman, Phillip Jeanmarie, Jessica Rey, Jack Guzman, Phillip Andrew, Ann Marie Crouch, Ilia Volok, Sin Wong, Danny Wayne, Terence J. Rotolo","United States, Netherlands, Japan, France","January 1, 2016",2002,TV-Y7,1 Season,Kids' TV,,1.0,0
s7786,TV Show,Power Rangers Zeo,No Director Listed,"Catherine Sutherland, Nakia Burrise, Steve Cardenas, Johnny Yong Bosch, Jason David Frank, David Yost, Austin St. John, Paul Schrier, Jason Narvy, Namihei Koshige, Danny Wayne, Akira Madden, David Stenstrom, Tadahiro Nakamura, Kerrigan Mahan","United States, France, Japan","January 1, 2016",1996,TV-Y7,1 Season,Kids' TV,,1.0,0
s7787,TV Show,Power Rangers: Megaforce,No Director Listed,"Andrew M. Gray, Ciara Hanna, John Mark Loudermilk, Christina Masterson, Azim Rizk, Shailesh Prajapati, Ian Harcourt",United States,"January 1, 2016",2013,TV-Y7,1 Season,Kids' TV,,1.0,0
s7788,Movie,Power Rangers: Megaforce: Raising Spirits,No Director Listed,"Andrew M. Gray, John Mark Loudermilk, Ciara Hanna, Azim Rizk, Christina Masterson, Shailesh Prajapati, Ian Harcourt",United States,"January 1, 2016",2013,TV-Y7,24 min,Children & Family Movies,24.0,,0
s7789,Movie,Power Rangers: Megaforce: The Robo Knight Before Christmas,James Barr,"Andrew M. Gray, Ciara Hanna, John Mark Loudermilk, Christina Masterson, Azim Rizk, Shailesh Prajapati, Ian Harcourt",United States,"January 1, 2016",2013,TV-Y7,24 min,Children & Family Movies,24.0,,0
s7790,Movie,Prague,Ashish R. Shukla,"Chandan Roy Sanyal, Elena Kazan, Kumar Mayank, Sonia Bindra, Arfi Lamba","India, Switzerland","December 1, 2017",2013,TV-MA,106 min,"Dramas, Independent Movies, International Movies",106.0,,0
s7791,Movie,Prelude to War,Frank Capra,,United States,"March 31, 2017",1942,TV-14,52 min,"Classic Movies, Documentaries",52.0,,0
s7792,Movie,Premachi Goshta,Satish Rajwade,"Atul Kulkarni, Sagarika Ghatge, Rohini Hattangadi, Sulekha Talvalkar, Meera Welankar, Satish Rajwade",India,"February 15, 2018",2013,TV-14,127 min,"International Movies, Romantic Movies",127.0,,0
s7793,Movie,Prescription Thugs,"Chris Bell, Josh Alexander, Greg Young",Chris Bell,United States,"April 15, 2016",2015,NR,86 min,Documentaries,86.0,,1
s7794,Movie,Primal Fear,Gregory Hoblit,"Richard Gere, Edward Norton, Laura Linney, John Mahoney, Alfre Woodard, Frances McDormand, Terry O'Quinn, Andre Braugher, Steven Bauer, Joe Spano, Kenneth Tigar, Tony Plana, Maura Tierney, Stanley Anderson",United States,"December 1, 2019",1996,R,131 min,"Dramas, Thrillers",131.0,,0
s7795,Movie,Prince Charming,Wong Jing,"Kenny Bee, Cherie Chung, Chan Pak-cheung, Rosamund Kwan, Maggie Cheung",Hong Kong,"August 31, 2018",1984,TV-14,93 min,"Comedies, International Movies, Romantic Movies",93.0,,0
s7796,TV Show,Prince Jai Aur Dumdaar Viru,Bhavik Thakore,,Unknown,"October 18, 2020",2017,TV-Y,1 Season,"Kids' TV, TV Comedies",,1.0,1
s7797,Movie,Princess Cyd,Stephen Cone,"Tyler Ross, Rebecca Spence, James Vincent Meredith",United States,"February 5, 2018",2017,TV-MA,97 min,"Dramas, Independent Movies, LGBTQ Movies",97.0,,1
s7798,Movie,Professor Mack,Christopher Nolen,"Lisa Wu, Timon Kyle Durrett, Robert Christopher Riley, Erica Hubbard, Amin Joseph, Christopher Nolen, Larry Biela, Jackie Christie, Katharin 'Ladie K' Mraz, Simeon Henderson",United States,"August 6, 2019",2018,TV-MA,84 min,"Comedies, Romantic Movies",84.0,,1
s7799,TV Show,Prohibition: A Film by Ken Burns and Lynn Novick,No Director Listed,Peter Coyote,United States,"February 22, 2017",2011,TV-PG,1 Season,"Crime TV Shows, Docuseries",,1.0,0
s7800,Movie,Prosecuting Evil: The Extraordinary World of Ben Ferencz,Barry Avrich,Ben Ferencz,Canada,"June 1, 2019",2019,TV-MA,83 min,Documentaries,83.0,,1
s7801,TV Show,Psiconautas,No Director Listed,"Guillermo Toledo, Gabriel Goity, Florencia PeÃ±a, Julieta Zylberberg, MartÃ­n Piroyansky, Luis Ziembrowski, VerÃ³nica LlinÃ¡s, Emilio Disi",Argentina,"April 15, 2018",2016,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",,2.0,1
s7802,Movie,Pukar,Rajkumar Santoshi,"Anil Kapoor, Madhuri Dixit, Namrata Shirodkar, Danny Denzongpa, Om Puri, Kulbhushan Kharbanda, Farida Jalal, Shivaji Satham",India,"March 1, 2018",2000,TV-14,165 min,"Action & Adventure, Dramas, International Movies",165.0,,0
s7803,Movie,Pulp Fiction,Quentin Tarantino,"John Travolta, Samuel L. Jackson, Uma Thurman, Harvey Keitel, Tim Roth, Amanda Plummer, Maria de Medeiros, Ving Rhames, Eric Stoltz, Rosanna Arquette, Christopher Walken, Bruce Willis",United States,"January 1, 2019",1994,R,154 min,"Classic Movies, Cult Movies, Dramas",154.0,,0
s7804,Movie,Punjab 1984,Anurag Singh,"Diljit Dosanjh, Kiron Kher, Sonam Bajwa, Pavan Malhotra, Rana Ranbir, Vishwas Kini, Manav Vij, Vansh Bhardwaj","Canada, India","November 1, 2017",2014,TV-14,158 min,"Dramas, International Movies",158.0,,0
s7805,Movie,Pusher,Luis Prieto,"Richard Coyle, Bronson Webb, Agyness Deyn, Mem Ferda, Zlatko Buric, Paul Kaye, Bill Thomas, Neil Maskell, Daisy Lewis",United Kingdom,"December 27, 2017",2012,R,89 min,Action & Adventure,89.0,,0
s7806,Movie,Pyaar Ka Punchnama,Luv Ranjan,"Kartik Aaryan, Divyendu Sharma, Raayo S. Bakhirta, Nushrat Bharucha, Sonalli Sehgall, Ishita Raj",India,"May 1, 2017",2011,TV-14,149 min,"Comedies, Dramas, International Movies",149.0,,0
s7807,TV Show,Pyaar Tune Kya Kiya,No Director Listed,"Meiyang Chang, Surbhi Jyoti",India," June 1, 2017",2014,TV-14,3 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",,3.0,0
s7808,Movie,Q Ball,Michael Tolajian,,United States,"March 11, 2020",2019,TV-MA,96 min,"Documentaries, Sports Movies",96.0,,1
s7809,TV Show,QuÃ© pena tu serie,No Director Listed,"Ariel Levy, Andrea Velasco, Lucy Cominetti, Ignacia Allamand, Paz BascuÃ±Ã¡n, Claudia CeledÃ³n, NicolÃ¡s MartÃ­nez",United States,"November 4, 2016",2015,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",,1.0,1
s7810,Movie,Quantum of Solace,Marc Forster,"Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench, Giancarlo Giannini, Gemma Arterton, Jeffrey Wright, David Harbour, Jesper Christensen, Anatole Taubman","United Kingdom, United States","August 31, 2020",2008,PG-13,106 min,Action & Adventure,106.0,,0
s7811,TV Show,Queen of No Marriage,No Director Listed,"Ethan Juan, Cheryl Yang, Harry Chang, Sylvia Yang, James Wen, Patrick Lee",Taiwan,"August 1, 2016",2009,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",,1.0,0
s7812,Movie,Queen of the Desert,Werner Herzog,"Nicole Kidman, James Franco, Damian Lewis, Jay Abdo, Robert Pattinson, Jenny Agutter, David Calder, Christopher Fulford, Nick Waring, Holly Earl, Sophie Linfield","United States, Morocco","April 6, 2019",2015,PG-13,128 min,Dramas,128.0,,1
s7813,TV Show,Queens of Comedy,No Director Listed,,Unknown,"May 1, 2018",2017,TV-MA,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",,1.0,1
s7814,TV Show,Queens vs. Kings,No Director Listed,"Varun Thakur, Anu Menon, Rahul Subramanian, Siddharth Dudeja, Supriya Joshi, Utsav Chakraborty, Saadiya Ali, Kavya Bector, Kumar Varun",Unknown,"October 25, 2018",2018,TV-14,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",,1.0,1
s7815,Movie,R.L. Stine's Mostly Ghostly,Richard Correll,"Madison Pettis, Sterling Beaumon, Luke Benward, Brian Stepanek, David DeLuise, Kim Rhodes, Adam Hicks, Ali Lohan, Sabrina Bryan, Rachel Winfree, Diego AcuÃ±a",United States,"August 1, 2018",2008,PG,98 min,"Children & Family Movies, Comedies",98.0,,0
s7816,TV Show,Rab Se Sohna Isshq,No Director Listed,"Ekta Kaul, Ashish Sharma, Kanan Malhotra, Sukirti Kandpal",Unknown,"June 1, 2017",2012,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",,1.0,0
s7817,Movie,Race to Witch Mountain,Andy Fickman,"Dwayne Johnson, AnnaSophia Robb, Alexander Ludwig, Carla Gugino, CiarÃ¡n Hinds, Tom Everett Scott, Chris Marquette, Billy Brown, Christine Lakin, Tom Woodruff Jr., John Kassir, Garry Marshall, John Duff, Ted Hartley, Dave Engfer, Bob Clendenin, Shengyi Huang, Robert Torti, Kim Richards, Brandon Miller, Paul Darnell, Omar Dorsey, Dennis Hayden, Suzanne Krull, Steve Rosenbaum, Andrew Shaifer, Bryan Fogel, Bob Koherr, Sam Wolfson, Beth Kennedy, Corri English, Jonathan Slavin, Kevin Christy, Meredith Salenger",United States,"July 1, 2019",2009,PG,99 min,Children & Family Movies,99.0,,0
s7818,Movie,Rachel Getting Married,Jonathan Demme,"Anne Hathaway, Rosemarie DeWitt, Debra Winger, Bill Irwin, Tunde Adebimpe, Mather Zickel, Anna Deavere Smith, Anisa George, Robyn Hitchcock, Sister Carol East, Sebastian Stan",United States,"September 1, 2019",2008,R,113 min,"Dramas, Independent Movies",113.0,,0
s7819,Movie,Radical: the Controversial Saga of Dada Figueiredo,Raphael Erichsen,,Brazil,"April 12, 2017",2013,TV-MA,71 min,"Documentaries, International Movies, Sports Movies",71.0,,0
s7820,Movie,Radiopetti,Hari Viswanath,"Lakshmanan, TVV Ramanujam, Shobana, Nivas Adithan, Indhumathi, Baby Maya, Master Rohan",India,"January 1, 2017",2015,TV-PG,83 min,"Dramas, International Movies",83.0,,1
s7821,Movie,Raging Bull,Martin Scorsese,"Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent, Nicholas Colasanto, Theresa Saldana, Mario Gallo, Frank Adonis, Joseph Bono",United States,"October 1, 2019",1980,R,129 min,"Classic Movies, Dramas, Sports Movies",129.0,,0
s7822,Movie,Rahasya,Manish Gupta,"Kay Kay Menon, Ashish Vidyarthi, Tisca Chopra, Mita Vashisht, Bikramjeet Kanwarpal, Ashwini Kalsekar, Kunal Sharma, Nimai Bali",India,"March 1, 2018",2015,TV-14,117 min,"Dramas, International Movies",117.0,,1
s7823,Movie,Raiders!: The Story of the Greatest Fan Film Ever Made,"Jeremy Coon, Tim Skousen",,United States,"September 16, 2016",2015,NR,93 min,Documentaries,93.0,,1
s7824,Movie,Railroad Tigers,Ding Sheng,"Jackie Chan, Zitao Huang, Jaycee Chan, Wang Kai, Hiroyuki Ikeuchi, Sang Ping, Alan Ng, Xu Fan, Darren Wang",China,"August 19, 2017",2016,TV-14,124 min,"Action & Adventure, Comedies, International Movies",124.0,,1
s7825,Movie,Raja Hindustani,Dharmesh Darshan,"Aamir Khan, Karisma Kapoor, Suresh Oberoi, Johnny Lever, Navneet Nishan, Veeru Krishnan, Kunal Khemu, Pramod Moutho, Mohnish Bahl",India,"May 1, 2017",1996,TV-14,177 min,"Dramas, International Movies, Romantic Movies",177.0,,0
s7826,Movie,Rajnigandha,Basu Chatterjee,"Vidya Sinha, Amol Palekar, Dinesh Thakur, Ranjita Thakur, Veena Gaud, Manju Maini",India,"December 31, 2019",1974,TV-PG,104 min,"Comedies, Dramas, Independent Movies",104.0,,0
s7827,Movie,Ralph Breaks the Internet: Wreck-It Ralph 2,"Phil Johnston, Rich Moore","John C. Reilly, Sarah Silverman, Taraji P. Henson, Gal Gadot, Jack McBrayer, Jane Lynch, Alan Tudyk, Ed O'Neill, Susan Lucci, Jason Lee, Idina Menzel, Anika Noni Rose, Judy Reyes, Grant Show, Ana Ortiz, Ming-Na Wen, Rebecca Wisocky, Paige O'Hara, Linda Larkin, Mariana Klaveno, Daria Ramirez, Tom Irwin, Edy Ganem, Irene Bedard, Jodi Benson, Anthony Daniels",United States,"June 11, 2019",2018,PG,113 min,"Children & Family Movies, Comedies",113.0,,1
s7828,Movie,Ram Teri Ganga Maili,Raj Kapoor,"Mandakini, Rajiv Kapoor, Divya Rana, Saeed Jaffrey, Kulbhushan Kharbanda, Raza Murad, Sushma Seth, Trilok Kapoor",India,"December 31, 2019",1985,TV-14,178 min,"Classic Movies, Dramas, International Movies",178.0,,0
s7829,TV Show,Ramayan,No Director Listed,"Gagan Malik, Neha Sargam, Neil Bhatt",India,"April 1, 2018",2012,TV-14,1 Season,"International TV Shows, TV Dramas",,1.0,0
s7830,Movie,Ramen Shop,Eric Khoo,"Takumi Saitoh, Seiko Matsuda, Mark Lee, Jeanette Aw, Tsuyoshi Ihara, Tetsuya Bessho, Beatrice Chien","Singapore, Japan, France","July 31, 2019",2018,TV-PG,90 min,"Dramas, International Movies",90.0,,1
s7831,Movie,Ramji Londonwaley,Sanjay Dayma,"Madhavan, Samita Bangargi, Harsh Chhaya, Rajendranath Zutshi, Shikha Shalu Varma, Satish Shah, Akhilendra Mishra",India,"December 31, 2019",2005,TV-14,154 min,"Comedies, Dramas, International Movies",154.0,,0
s7832,Movie,Rampant,Kim Sung-hoon,"Hyun Bin, Jang Dong-gun, Jo Woo-jin, Jeong Man-sik, Lee Sun-bin, Kim Eui-sung, Cho Dal-hwan, Seo Ji-hye, Kim Tae-woo, Kim Joo-hyuk",South Korea,"May 26, 2019",2018,TV-MA,122 min,"Action & Adventure, Horror Movies, International Movies",122.0,,1
s7833,Movie,Ranbhool,Girish Joshi,"Subodh Bhave, Mohan Joshi, Vinay Apte, Uday Tikekar, Tejaswini Pandit, Saii Ranade, Daksha Mahendra, Gargi Datar",India,"March 15, 2018",2010,TV-MA,115 min,"Horror Movies, International Movies, Thrillers",115.0,,0
s7834,Movie,Rangreza,Amir Mohiuddin,"Urwa Hocane, Bilal Ashraf, Gohar Rasheed, Saleem Mairaj, Ghana Ali, Shahid Naqvi",Pakistan,"August 1, 2018",2017,TV-14,126 min,"Dramas, International Movies, Music & Musicals",126.0,,1
s7835,Movie,Rats,Morgan Spurlock,,United States,"December 16, 2016",2016,NR,88 min,Documentaries,88.0,,1
